"State","Year","Overweight Adults (%)"
"OK",2016,39.4
"SD",2016,39.4
"LA",2016,39.4
"NY",2016,39.4
"IL",2016,39.4
"NJ",2021,39.4
"MS",2021,39.4
"WY",2021,39.4
"OH",2021,39.4
"NM",2021,39.4
"MS",2021,39.4
"WA",2021,39.4
"KS",2021,39.4
"OH",2021,39.4
"AL",2021,39.4
"CA",2022,39.4
"CT",2022,39.4
"CT",2022,39.4
"MN",2022,39.4
"WA",2011,39.5
"MD",2018,39.5
"RI",2018,39.5
"CT",2018,39.5
"NE",2018,39.5
"WI",2018,39.5
"OH",2018,39.5
"NC",2018,39.5
"TX",2018,39.5
"HI",2020,39.5
"NM",2020,39.5
"NC",2020,39.5
"WI",2020,39.5
"AZ",2020,39.5
"ME",2020,39.5
"CO",2017,39.5
"ME",2017,39.5
"AZ",2017,39.5
"DE",2017,39.5
"NC",2017,39.5
"WA",2011,39.5
"OK",2013,39.5
"ND",2012,39.5
"NM",2011,39.5
"RI",2012,39.5
"RI",2011,39.5
"IA",2013,39.5
"GA",2012,39.5
"NC",2013,39.5
"DE",2012,39.5
"WI",2019,39.5
"SD",2015,39.5
"WI",2013,39.5
"AK",2019,39.5
"NV",2019,39.5
"WY",2011,39.5
"TN",2015,39.5
"GA",2014,39.5
"MI",2012,39.5
"ND",2014,39.5
"FL",2014,39.5
"CO",2011,39.5
"AZ",2011,39.5
"UT",2019,39.5
"NY",2019,39.5
"IL",2019,39.5
"SD",2019,39.5
"SD",2012,39.5
"TN",2015,39.5
"WA",2013,39.5
"NH",2015,39.5
"TN",2011,39.5
"CA",2015,39.5
"MO",2014,39.5
"NM",2014,39.5
"MN",2012,39.5
"MN",2015,39.5
"CT",2015,39.5
"WA",2015,39.5
"IN",2015,39.5
"NE",2013,39.5
"MT",2015,39.5
"ID",2016,39.5
"KS",2016,39.5
"NJ",2016,39.5
"IA",2016,39.5
"MN",2016,39.5
"WY",2016,39.5
"TN",2021,39.5
"WY",2021,39.5
"MD",2021,39.5
"ID",2022,39.5
"NE",2022,39.5
"NH",2022,39.5
"NH",2022,39.5
"OR",2022,39.5
"MS",2014,39.6
"SD",2018,39.6
"NJ",2018,39.6
"SC",2018,39.6
"RI",2018,39.6
"CT",2018,39.6
"AL",2020,39.6
"TN",2020,39.6
"IL",2020,39.6
"ND",2020,39.6
"MO",2020,39.6
"ND",2020,39.6
"NY",2020,39.6
"PA",2020,39.6
"WY",2020,39.6
"UT",2020,39.6
"CO",2020,39.6
"TX",2017,39.6
"WY",2017,39.6
"SC",2017,39.6
"AR",2017,39.6
"CT",2015,39.6
"AR",2011,39.6
"FL",2015,39.6
"WV",2012,39.6
"NV",2013,39.6
"WI",2012,39.6
"CT",2013,39.6
"ME",2015,39.6
"WA",2011,39.6
"AR",2015,39.6
"AK",2012,39.6
"ME",2017,39.6
"HI",2014,39.6
"RI",2017,39.6
"ND",2017,39.6
"TN",2012,39.6
"NC",2019,39.6
"AZ",2013,39.6
"OR",2012,39.6
"CT",2019,39.6
"MD",2015,39.6
"OK",2011,39.6
"NH",2015,39.6
"WY",2015,39.6
"WV",2015,39.6
"ND",2011,39.6
"VT",2012,39.6
"ME",2015,39.6
"MA",2011,39.6
"AR",2011,39.6
"HI",2015,39.6
"KY",2012,39.6
"DE",2012,39.6
"MA",2012,39.6
"TX",2012,39.6
"MO",2014,39.6
"MN",2013,39.6
"NC",2016,39.6
"RI",2016,39.6
"VA",2016,39.6
"MN",2016,39.6
"NJ",2016,39.6
"WV",2016,39.6
"SD",2016,39.6
"LA",2021,39.6
"HI",2021,39.6
"SC",2021,39.6
"CA",2021,39.6
"CT",2022,39.6
"DE",2022,39.6
"NM",2022,39.6
"RI",2022,39.6
"TX",2022,39.6
"FL",2016,39.7
"NC",2018,39.7
"FL",2018,39.7
"WA",2018,39.7
"ME",2018,39.7
"AL",2018,39.7
"MD",2020,39.7
"MD",2020,39.7
"ND",2020,39.7
"TX",2020,39.7
"MA",2020,39.7
"RI",2017,39.7
"MO",2017,39.7
"NV",2015,39.7
"FL",2015,39.7
"GA",2012,39.7
"DE",2012,39.7
"WI",2015,39.7
"SC",2013,39.7
"SC",2012,39.7
"PA",2017,39.7
"FL",2017,39.7
"IN",2011,39.7
"RI",2017,39.7
"WA",2012,39.7
"UT",2011,39.7
"MA",2012,39.7
"TN",2013,39.7
"NE",2014,39.7
"WY",2014,39.7
"CO",2014,39.7
"DE",2019,39.7
"IA",2012,39.7
"IA",2014,39.7
"ME",2015,39.7
"PA",2019,39.7
"MT",2019,39.7
"AL",2012,39.7
"NV",2012,39.7
"OK",2015,39.7
"TN",2014,39.7
"NY",2015,39.7
"WI",2012,39.7
"NV",2015,39.7
"FL",2011,39.7
"TN",2015,39.7
"ID",2015,39.7
"NJ",2011,39.7
"OR",2013,39.7
"WY",2012,39.7
"RI",2013,39.7
"SC",2015,39.7
"DE",2012,39.7
"SD",2016,39.7
"WY",2016,39.7
"IN",2016,39.7
"NM",2016,39.7
"OR",2016,39.7
"AK",2021,39.7
"NE",2021,39.7
"NJ",2021,39.7
"KS",2021,39.7
"WA",2021,39.7
"KY",2021,39.7
"RI",2018,39.8
"MN",2016,39.8
"NJ",2018,39.8
"RI",2018,39.8
"SD",2018,39.8
"SC",2018,39.8
"SC",2018,39.8
"ME",2018,39.8
"AZ",2020,39.8
"GA",2017,39.8
"IL",2017,39.8
"SD",2017,39.8
"VA",2017,39.8
"IN",2017,39.8
"MS",2017,39.8
"UT",2017,39.8
"HI",2011,39.8
"MT",2013,39.8
"AR",2014,39.8
"OK",2014,39.8
"CA",2014,39.8
"MO",2011,39.8
"IL",2012,39.8
"WI",2013,39.8
"TN",2017,39.8
"SD",2012,39.8
"DE",2017,39.8
"TX",2013,39.8
"ME",2012,39.8
"MI",2017,39.8
"VA",2012,39.8
"GA",2012,39.8
"NH",2019,39.8
"WV",2012,39.8
"CA",2011,39.8
"WI",2019,39.8
"NH",2019,39.8
"KY",2019,39.8
"AZ",2019,39.8
"WV",2015,39.8
"OR",2019,39.8
"MT",2013,39.8
"NY",2019,39.8
"NC",2011,39.8
"NC",2014,39.8
"NM",2013,39.8
"NV",2012,39.8
"SC",2013,39.8
"RI",2015,39.8
"NH",2013,39.8
"ID",2013,39.8
"ME",2014,39.8
"CO",2012,39.8
"NH",2012,39.8
"OK",2012,39.8
"NM",2014,39.8
"ND",2014,39.8
"CO",2012,39.8
"WY",2015,39.8
"AZ",2013,39.8
"ID",2016,39.8
"MO",2016,39.8
"NM",2016,39.8
"OH",2016,39.8
"VA",2016,39.8
"RI",2016,39.8
"NC",2016,39.8
"TX",2016,39.8
"NJ",2021,39.8
"SC",2021,39.8
"CO",2021,39.8
"OR",2021,39.8
"MA",2022,39.8
"OR",2022,39.8
"SD",2022,39.8
"WY",2018,39.9
"MD",2018,39.9
"WY",2018,39.9
"CO",2020,39.9
"FL",2020,39.9
"SD",2020,39.9
"VA",2020,39.9
"IA",2017,39.9
"NV",2017,39.9
"VA",2011,39.9
"OR",2015,39.9
"HI",2013,39.9
"KY",2012,39.9
"AK",2013,39.9
"CO",2014,39.9
"MI",2014,39.9
"MT",2012,39.9
"MO",2017,39.9
"AK",2011,39.9
"NY",2019,39.9
"NE",2019,39.9
"WY",2014,39.9
"CO",2019,39.9
"OR",2011,39.9
"NV",2014,39.9
"KS",2019,39.9
"NE",2015,39.9
"AK",2011,39.9
"CT",2019,39.9
"NE",2014,39.9
"UT",2011,39.9
"MI",2015,39.9
"RI",2011,39.9
"CO",2015,39.9
"AK",2015,39.9
"AZ",2015,39.9
"WI",2013,39.9
"NY",2013,39.9
"OK",2014,39.9
"LA",2011,39.9
"RI",2011,39.9
"AR",2012,39.9
"WV",2012,39.9
"NV",2012,39.9
"WV",2015,39.9
"CA",2022,39.9
"FL",2011,39.9
"TN",2015,39.9
"SC",2016,39.9
"MT",2016,39.9
"NM",2016,39.9
"MA",2016,39.9
"ID",2016,39.9
"MA",2016,39.9
"GA",2016,39.9
"CO",2016,39.9
"RI",2021,39.9
"AZ",2021,39.9
"ND",2022,39.9
"ND",2022,39.9
"SC",2022,39.9
"WY",2022,39.9
"VT",2018,40
"VA",2018,40
"NV",2018,40
"AZ",2018,40
"MI",2018,40
"ND",2018,40
"MA",2018,40
"OR",2020,40
"MI",2020,40
"VT",2017,40
"SD",2017,40
"DE",2017,40
"NV",2017,40
"CO",2017,40
"ME",2013,40
"AR",2012,40
"TN",2014,40
"SC",2014,40
"AZ",2012,40
"MN",2013,40
"KY",2014,40
"ME",2012,40
"CT",2017,40
"NV",2019,40
"CT",2015,40
"NY",2019,40
"KS",2014,40
"CT",2015,40
"AK",2019,40
"OK",2011,40
"VA",2011,40
"OR",2015,40
"NM",2012,40
"NJ",2012,40
"DE",2015,40
"VT",2012,40
"NY",2015,40
"IA",2015,40
"ND",2014,40
"ID",2014,40
"TX",2015,40
"VA",2011,40
"SD",2013,40
"FL",2015,40
"FL",2013,40
"VT",2016,40
"ME",2016,40
"MD",2016,40
"MI",2016,40
"DE",2021,40
"WI",2021,40
"IL",2021,40
"WY",2021,40
"RI",2022,40
"VA",2016,40.1
"NC",2018,40.1
"CT",2018,40.1
"ND",2016,40.1
"VA",2016,40.1
"KS",2018,40.1
"OR",2018,40.1
"KS",2018,40.1
"MS",2018,40.1
"RI",2018,40.1
"RI",2020,40.1
"NC",2020,40.1
"AZ",2014,40.1
"NV",2017,40.1
"WV",2017,40.1
"CO",2017,40.1
"MA",2011,40.1
"NV",2013,40.1
"NE",2014,40.1
"CT",2011,40.1
"NJ",2011,40.1
"MO",2013,40.1
"HI",2017,40.1
"NJ",2011,40.1
"TX",2017,40.1
"CA",2017,40.1
"ND",2017,40.1
"MT",2014,40.1
"NM",2017,40.1
"TN",2012,40.1
"DE",2011,40.1
"VT",2019,40.1
"NV",2019,40.1
"WY",2019,40.1
"IL",2012,40.1
"IN",2013,40.1
"ND",2012,40.1
"TX",2019,40.1
"NE",2019,40.1
"VT",2012,40.1
"MA",2019,40.1
"RI",2019,40.1
"AK",2014,40.1
"NH",2011,40.1
"OK",2013,40.1
"PA",2012,40.1
"NC",2012,40.1
"AR",2015,40.1
"NM",2015,40.1
"AK",2011,40.1
"ID",2012,40.1
"UT",2013,40.1
"FL",2012,40.1
"MI",2013,40.1
"NC",2012,40.1
"ME",2011,40.1
"OH",2013,40.1
"IA",2016,40.1
"SD",2016,40.1
"PA",2016,40.1
"KY",2016,40.1
"NE",2016,40.1
"WA",2021,40.1
"MD",2021,40.1
"AZ",2021,40.1
"NY",2021,40.1
"NC",2022,40.1
"NM",2022,40.1
"SC",2022,40.1
"RI",2015,40.2
"NC",2013,40.2
"SC",2018,40.2
"MT",2018,40.2
"MN",2018,40.2
"TX",2020,40.2
"MT",2017,40.2
"VA",2017,40.2
"ND",2017,40.2
"NV",2017,40.2
"FL",2017,40.2
"VT",2017,40.2
"PA",2017,40.2
"IN",2012,40.2
"UT",2014,40.2
"SC",2011,40.2
"MN",2017,40.2
"UT",2013,40.2
"DE",2017,40.2
"TX",2014,40.2
"NE",2015,40.2
"NV",2019,40.2
"CA",2019,40.2
"MD",2019,40.2
"NY",2014,40.2
"CA",2019,40.2
"AR",2014,40.2
"FL",2015,40.2
"VA",2012,40.2
"MN",2012,40.2
"AZ",2011,40.2
"CT",2014,40.2
"OH",2012,40.2
"HI",2014,40.2
"FL",2012,40.2
"NV",2013,40.2
"HI",2015,40.2
"SD",2013,40.2
"RI",2014,40.2
"MT",2011,40.2
"AZ",2011,40.2
"GA",2013,40.2
"RI",2012,40.2
"AL",2012,40.2
"NM",2015,40.2
"AZ",2011,40.2
"DE",2014,40.2
"CO",2016,40.2
"DE",2016,40.2
"MS",2016,40.2
"NH",2016,40.2
"NV",2016,40.2
"KY",2016,40.2
"MO",2016,40.2
"TN",2021,40.2
"MN",2021,40.2
"HI",2022,40.2
"SD",2022,40.2
"SD",2018,40.3
"SD",2018,40.3
"WY",2020,40.3
"NJ",2020,40.3
"AL",2017,40.3
"WV",2017,40.3
"NC",2017,40.3
"KS",2013,40.3
"CA",2011,40.3
"NH",2015,40.3
"CA",2015,40.3
"TN",2012,40.3
"CA",2017,40.3
"AR",2013,40.3
"MI",2015,40.3
"CT",2017,40.3
"WY",2013,40.3
"KS",2017,40.3
"UT",2019,40.3
"AR",2013,40.3
"WY",2011,40.3
"TX",2019,40.3
"NH",2011,40.3
"OH",2015,40.3
"KY",2014,40.3
"MO",2014,40.3
"CT",2013,40.3
"AK",2012,40.3
"RI",2013,40.3
"DE",2013,40.3
"MO",2011,40.3
"ND",2011,40.3
"MD",2014,40.3
"MD",2011,40.3
"OK",2013,40.3
"WI",2015,40.3
"WA",2012,40.3
"MN",2015,40.3
"SC",2012,40.3
"NM",2016,40.3
"NE",2016,40.3
"WA",2016,40.3
"KS",2016,40.3
"KS",2016,40.3
"MA",2016,40.3
"MA",2016,40.3
"MA",2021,40.3
"CO",2021,40.3
"RI",2022,40.3
"SD",2022,40.3
"WY",2022,40.3
"MT",2020,40.4
"NJ",2011,40.4
"OK",2018,40.4
"CO",2018,40.4
"AK",2018,40.4
"VA",2018,40.4
"SD",2020,40.4
"NV",2020,40.4
"SC",2020,40.4
"NY",2020,40.4
"MA",2017,40.4
"CA",2017,40.4
"VT",2017,40.4
"MT",2017,40.4
"FL",2015,40.4
"AK",2012,40.4
"ID",2014,40.4
"MS",2011,40.4
"OR",2014,40.4
"MO",2014,40.4
"WV",2015,40.4
"AZ",2014,40.4
"AR",2015,40.4
"FL",2017,40.4
"OH",2012,40.4
"WI",2015,40.4
"WA",2019,40.4
"ID",2015,40.4
"TN",2019,40.4
"MO",2014,40.4
"CA",2019,40.4
"MN",2019,40.4
"NV",2019,40.4
"MS",2015,40.4
"UT",2012,40.4
"ND",2019,40.4
"KS",2014,40.4
"KY",2011,40.4
"ND",2013,40.4
"SC",2012,40.4
"NM",2013,40.4
"NV",2012,40.4
"VT",2011,40.4
"VT",2012,40.4
"DE",2012,40.4
"WY",2012,40.4
"WY",2015,40.4
"CA",2016,40.4
"TN",2016,40.4
"VA",2016,40.4
"FL",2016,40.4
"KY",2016,40.4
"WY",2016,40.4
"NC",2021,40.4
"NY",2021,40.4
"WI",2021,40.4
"IL",2022,40.4
"MS",2022,40.4
"NM",2018,40.5
"UT",2018,40.5
"ME",2020,40.5
"ND",2020,40.5
"NE",2020,40.5
"NH",2020,40.5
"PA",2020,40.5
"IA",2020,40.5
"PA",2020,40.5
"HI",2017,40.5
"NM",2017,40.5
"NY",2017,40.5
"FL",2012,40.5
"FL",2012,40.5
"MN",2012,40.5
"NJ",2017,40.5
"MI",2014,40.5
"RI",2014,40.5
"IN",2011,40.5
"MO",2012,40.5
"MS",2014,40.5
"CT",2013,40.5
"TX",2019,40.5
"ME",2011,40.5
"SD",2019,40.5
"NY",2019,40.5
"WY",2019,40.5
"MT",2014,40.5
"WY",2013,40.5
"ME",2011,40.5
"NM",2015,40.5
"SC",2014,40.5
"MT",2013,40.5
"SC",2011,40.5
"IL",2014,40.5
"IN",2012,40.5
"NJ",2011,40.5
"FL",2013,40.5
"NE",2015,40.5
"PA",2014,40.5
"ND",2011,40.5
"MN",2012,40.5
"HI",2022,40.5
"FL",2016,40.5
"PA",2016,40.5
"AZ",2021,40.5
"NH",2021,40.5
"OR",2021,40.5
"AZ",2022,40.5
"NC",2018,40.6
"HI",2018,40.6
"NH",2018,40.6
"NH",2018,40.6
"NY",2018,40.6
"ME",2018,40.6
"KS",2020,40.6
"ID",2016,40.6
"SD",2020,40.6
"NE",2020,40.6
"SD",2020,40.6
"NY",2020,40.6
"NC",2020,40.6
"UT",2017,40.6
"CO",2017,40.6
"OR",2017,40.6
"NM",2017,40.6
"ID",2017,40.6
"WA",2014,40.6
"GA",2014,40.6
"NC",2014,40.6
"AL",2014,40.6
"DE",2015,40.6
"NY",2013,40.6
"TN",2011,40.6
"ID",2011,40.6
"MN",2014,40.6
"AR",2017,40.6
"MO",2017,40.6
"MA",2011,40.6
"NM",2012,40.6
"WY",2013,40.6
"KY",2013,40.6
"IL",2013,40.6
"CA",2019,40.6
"MS",2015,40.6
"LA",2012,40.6
"DE",2015,40.6
"KY",2014,40.6
"SC",2015,40.6
"MT",2015,40.6
"WV",2012,40.6
"UT",2013,40.6
"KS",2013,40.6
"NJ",2011,40.6
"AK",2012,40.6
"VT",2011,40.6
"RI",2013,40.6
"SC",2016,40.6
"NH",2016,40.6
"MT",2021,40.6
"ID",2021,40.6
"DE",2021,40.6
"CO",2021,40.6
"ME",2018,40.7
"MT",2018,40.7
"MT",2018,40.7
"NY",2018,40.7
"SD",2018,40.7
"NJ",2018,40.7
"KY",2018,40.7
"ND",2020,40.7
"HI",2016,40.7
"MA",2016,40.7
"WY",2020,40.7
"RI",2020,40.7
"KS",2013,40.7
"NV",2017,40.7
"NC",2017,40.7
"MO",2017,40.7
"TN",2014,40.7
"NM",2014,40.7
"KS",2014,40.7
"MD",2014,40.7
"OR",2011,40.7
"AL",2013,40.7
"WA",2013,40.7
"OH",2013,40.7
"IN",2012,40.7
"AR",2015,40.7
"NV",2017,40.7
"OH",2017,40.7
"MD",2017,40.7
"NE",2014,40.7
"ME",2013,40.7
"OK",2014,40.7
"WA",2012,40.7
"WV",2014,40.7
"IL",2011,40.7
"LA",2014,40.7
"NY",2012,40.7
"ND",2013,40.7
"NC",2011,40.7
"KY",2012,40.7
"WA",2011,40.7
"SD",2014,40.7
"IN",2015,40.7
"TN",2013,40.7
"WY",2011,40.7
"NC",2015,40.7
"DE",2012,40.7
"WI",2011,40.7
"WI",2016,40.7
"MT",2016,40.7
"NH",2016,40.7
"SC",2022,40.7
"CT",2022,40.7
"SD",2022,40.7
"AL",2018,40.8
"NC",2018,40.8
"PA",2018,40.8
"TN",2020,40.8
"WA",2017,40.8
"DE",2017,40.8
"IN",2017,40.8
"PA",2017,40.8
"CA",2012,40.8
"MS",2015,40.8
"MD",2012,40.8
"ND",2014,40.8
"MI",2013,40.8
"ND",2015,40.8
"WI",2011,40.8
"VT",2019,40.8
"FL",2012,40.8
"MN",2019,40.8
"IN",2019,40.8
"ME",2014,40.8
"AK",2019,40.8
"NV",2019,40.8
"UT",2019,40.8
"RI",2019,40.8
"IA",2012,40.8
"TX",2015,40.8
"NH",2013,40.8
"OR",2011,40.8
"WV",2013,40.8
"SD",2013,40.8
"MI",2011,40.8
"ID",2015,40.8
"AK",2012,40.8
"AK",2015,40.8
"NJ",2014,40.8
"OH",2011,40.8
"OH",2011,40.8
"AL",2013,40.8
"MN",2016,40.8
"MI",2016,40.8
"NV",2016,40.8
"TN",2021,40.8
"IN",2021,40.8
"HI",2021,40.8
"AK",2022,40.8
"MT",2022,40.8
"NV",2018,40.9
"MN",2018,40.9
"ND",2018,40.9
"NM",2020,40.9
"SD",2017,40.9
"ID",2017,40.9
"DE",2017,40.9
"IA",2011,40.9
"NJ",2013,40.9
"OK",2015,40.9
"AZ",2015,40.9
"SD",2011,40.9
"GA",2011,40.9
"FL",2012,40.9
"CT",2017,40.9
"MS",2014,40.9
"FL",2011,40.9
"FL",2012,40.9
"GA",2011,40.9
"CT",2019,40.9
"OR",2012,40.9
"MT",2015,40.9
"WI",2014,40.9
"GA",2014,40.9
"WY",2012,40.9
"TN",2014,40.9
"KY",2012,40.9
"WY",2011,40.9
"AK",2011,40.9
"GA",2013,40.9
"RI",2012,40.9
"MT",2012,40.9
"AK",2012,40.9
"FL",2012,40.9
"KS",2011,40.9
"OH",2015,40.9
"WA",2014,40.9
"ND",2013,40.9
"NH",2016,40.9
"NM",2016,40.9
"VA",2016,40.9
"NJ",2022,40.9
"CT",2021,40.9
"AK",2022,40.9
"NV",2018,41
"NV",2016,41
"OR",2020,41
"OR",2020,41
"DE",2014,41
"UT",2011,41
"PA",2015,41
"MS",2013,41
"IL",2013,41
"NJ",2015,41
"FL",2019,41
"IA",2013,41
"MD",2013,41
"NH",2019,41
"CA",2015,41
"ME",2011,41
"NV",2014,41
"MT",2015,41
"OH",2012,41
"NY",2012,41
"ND",2015,41
"IN",2011,41
"NH",2012,41
"MD",2013,41
"TN",2014,41
"NH",2015,41
"VT",2014,41
"NV",2013,41
"CO",2016,41
"IN",2016,41
"NC",2016,41
"CA",2021,41
"NE",2021,41
"AK",2022,41
"IL",2022,41
"NM",2022,41
"MT",2018,41.1
"GA",2018,41.1
"UT",2018,41.1
"IL",2018,41.1
"WY",2020,41.1
"CO",2017,41.1
"VT",2017,41.1
"MS",2017,41.1
"WY",2017,41.1
"OR",2017,41.1
"AZ",2017,41.1
"VT",2013,41.1
"ME",2013,41.1
"FL",2011,41.1
"AR",2014,41.1
"SD",2017,41.1
"AK",2012,41.1
"MD",2015,41.1
"ND",2017,41.1
"ND",2017,41.1
"TX",2014,41.1
"NE",2011,41.1
"MT",2012,41.1
"CO",2013,41.1
"IN",2015,41.1
"ND",2019,41.1
"ID",2012,41.1
"NE",2013,41.1
"OR",2014,41.1
"MS",2014,41.1
"PA",2013,41.1
"TX",2013,41.1
"TX",2015,41.1
"NJ",2011,41.1
"CO",2011,41.1
"PA",2011,41.1
"VA",2012,41.1
"NM",2016,41.1
"NJ",2016,41.1
"WY",2016,41.1
"NY",2016,41.1
"MD",2016,41.1
"NH",2021,41.1
"NH",2022,41.1
"MT",2020,41.2
"MD",2018,41.2
"SD",2018,41.2
"NJ",2020,41.2
"WY",2020,41.2
"TX",2017,41.2
"NJ",2015,41.2
"NH",2014,41.2
"CT",2013,41.2
"CT",2017,41.2
"MD",2015,41.2
"MT",2015,41.2
"MD",2012,41.2
"SD",2019,41.2
"NM",2013,41.2
"NC",2013,41.2
"UT",2015,41.2
"IN",2013,41.2
"RI",2014,41.2
"WA",2012,41.2
"ME",2013,41.2
"GA",2012,41.2
"VA",2015,41.2
"MS",2016,41.2
"TX",2016,41.2
"WY",2021,41.2
"CA",2018,41.3
"GA",2018,41.3
"ID",2018,41.3
"RI",2018,41.3
"CT",2018,41.3
"OK",2016,41.3
"FL",2020,41.3
"NV",2020,41.3
"ID",2020,41.3
"CT",2020,41.3
"NH",2013,41.3
"NH",2017,41.3
"VA",2013,41.3
"ND",2012,41.3
"ME",2015,41.3
"CO",2019,41.3
"AK",2014,41.3
"MT",2014,41.3
"NY",2011,41.3
"OH",2015,41.3
"IN",2015,41.3
"DE",2014,41.3
"MA",2015,41.3
"LA",2013,41.3
"ME",2012,41.3
"ND",2016,41.3
"NE",2016,41.3
"NH",2016,41.3
"NV",2016,41.3
"NV",2021,41.3
"IL",2021,41.3
"CO",2022,41.3
"RI",2013,41.4
"MA",2018,41.4
"NV",2018,41.4
"NV",2020,41.4
"MO",2020,41.4
"MN",2020,41.4
"FL",2015,41.4
"DE",2012,41.4
"NM",2012,41.4
"IL",2012,41.4
"MO",2014,41.4
"MS",2012,41.4
"SD",2017,41.4
"PA",2015,41.4
"ID",2013,41.4
"PA",2011,41.4
"ME",2011,41.4
"OK",2012,41.4
"UT",2013,41.4
"KS",2012,41.4
"AL",2016,41.4
"DE",2016,41.4
"FL",2016,41.4
"ND",2016,41.4
"WY",2021,41.4
"NV",2021,41.4
"AZ",2021,41.4
"MT",2018,41.5
"ID",2018,41.5
"ID",2018,41.5
"VT",2020,41.5
"SD",2020,41.5
"MO",2017,41.5
"UT",2017,41.5
"SC",2015,41.5
"MA",2013,41.5
"ME",2013,41.5
"MT",2017,41.5
"TN",2011,41.5
"WA",2019,41.5
"SD",2019,41.5
"WA",2014,41.5
"IA",2014,41.5
"TX",2019,41.5
"TN",2019,41.5
"WI",2015,41.5
"AZ",2011,41.5
"LA",2013,41.5
"AL",2013,41.5
"DE",2012,41.5
"WV",2011,41.5
"MS",2013,41.5
"NE",2013,41.5
"CA",2014,41.5
"AZ",2015,41.5
"WV",2011,41.5
"NM",2014,41.5
"TN",2014,41.5
"MT",2011,41.5
"TN",2014,41.5
"ME",2012,41.5
"CT",2016,41.5
"ME",2016,41.5
"DE",2016,41.5
"SD",2016,41.5
"KS",2016,41.5
"VA",2021,41.5
"KY",2022,41.5
"NM",2022,41.5
"WY",2022,41.5
"WI",2018,41.6
"NJ",2018,41.6
"SC",2018,41.6
"HI",2017,41.6
"WI",2020,41.6
"NH",2020,41.6
"KS",2020,41.6
"NH",2017,41.6
"DE",2011,41.6
"IL",2011,41.6
"ID",2012,41.6
"NV",2015,41.6
"NH",2011,41.6
"NE",2017,41.6
"NM",2017,41.6
"WI",2011,41.6
"NV",2014,41.6
"AL",2019,41.6
"LA",2019,41.6
"MO",2012,41.6
"ID",2019,41.6
"AK",2011,41.6
"NM",2011,41.6
"NV",2013,41.6
"NH",2015,41.6
"VT",2015,41.6
"ND",2011,41.6
"AK",2012,41.6
"AR",2012,41.6
"WA",2015,41.6
"NH",2011,41.6
"HI",2014,41.6
"KY",2016,41.6
"RI",2016,41.6
"MT",2016,41.6
"ND",2016,41.6
"MA",2021,41.6
"RI",2021,41.6
"MI",2022,41.6
"NC",2022,41.6
"AR",2017,41.7
"CT",2017,41.7
"NC",2015,41.7
"NV",2013,41.7
"ND",2012,41.7
"TX",2011,41.7
"MT",2019,41.7
"NY",2019,41.7
"NV",2011,41.7
"NV",2014,41.7
"VA",2014,41.7
"NV",2015,41.7
"KS",2011,41.7
"ND",2013,41.7
"WY",2014,41.7
"UT",2016,41.7
"IA",2016,41.7
"NV",2021,41.7
"IL",2022,41.7
"RI",2022,41.7
"NJ",2018,41.8
"SC",2018,41.8
"CT",2020,41.8
"OR",2020,41.8
"NV",2017,41.8
"KS",2011,41.8
"WA",2015,41.8
"NC",2015,41.8
"MS",2014,41.8
"OR",2019,41.8
"WY",2015,41.8
"CA",2015,41.8
"NV",2015,41.8
"RI",2011,41.8
"ME",2013,41.8
"SD",2012,41.8
"SC",2011,41.8
"ND",2014,41.8
"AK",2022,41.8
"OK",2015,41.8
"MI",2012,41.8
"NJ",2021,41.8
"CT",2021,41.8
"NH",2021,41.8
"NV",2022,41.8
"WA",2022,41.8
"VT",2020,41.9
"MT",2020,41.9
"ND",2020,41.9
"MN",2011,41.9
"AZ",2011,41.9
"MT",2014,41.9
"AK",2011,41.9
"SD",2012,41.9
"WI",2017,41.9
"AR",2014,41.9
"CA",2017,41.9
"CO",2013,41.9
"AK",2019,41.9
"MO",2013,41.9
"CT",2013,41.9
"VA",2012,41.9
"ND",2011,41.9
"NM",2014,41.9
"AR",2013,41.9
"FL",2014,41.9
"NV",2014,41.9
"NV",2016,41.9
"SD",2016,41.9
"CA",2022,41.9
"MA",2018,42
"CA",2018,42
"TX",2018,42
"ID",2018,42
"ID",2020,42
"WI",2014,42
"IL",2012,42
"NE",2017,42
"SD",2012,42
"NE",2012,42
"NC",2019,42
"NV",2015,42
"MD",2011,42
"OR",2014,42
"CT",2011,42
"WI",2011,42
"SD",2013,42
"WA",2014,42
"RI",2014,42
"VA",2014,42
"RI",2015,42
"NC",2011,42
"AK",2016,42
"DE",2016,42
"CO",2021,42
"DE",2022,42
"WI",2018,42.1
"LA",2020,42.1
"NE",2016,42.1
"IA",2020,42.1
"NM",2020,42.1
"NJ",2017,42.1
"NM",2017,42.1
"AR",2013,42.1
"CT",2012,42.1
"WI",2017,42.1
"MN",2017,42.1
"NM",2013,42.1
"GA",2012,42.1
"VT",2013,42.1
"CT",2019,42.1
"ID",2015,42.1
"WY",2015,42.1
"NE",2014,42.1
"GA",2014,42.1
"NC",2014,42.1
"SD",2013,42.1
"RI",2012,42.1
"TN",2021,42.1
"SD",2022,42.1
"CA",2016,42.2
"WI",2018,42.2
"VA",2016,42.2
"WY",2017,42.2
"RI",2011,42.2
"FL",2015,42.2
"MA",2017,42.2
"NC",2012,42.2
"TX",2012,42.2
"UT",2015,42.2
"CA",2014,42.2
"CA",2013,42.2
