"State","Year","Overweight Adults (%)"
"NC",2016,35
"NY",2021,35
"ME",2021,35
"CO",2021,35
"WI",2021,35
"MT",2021,35
"VA",2021,35
"ND",2021,35
"RI",2021,35
"CO",2021,35
"NE",2021,35
"AZ",2021,35
"IA",2021,35
"TN",2021,35
"IL",2021,35
"NE",2021,35
"MN",2021,35
"LA",2021,35
"CO",2021,35
"CA",2022,35
"HI",2022,35
"IL",2022,35
"MD",2022,35
"MD",2022,35
"MI",2022,35
"MO",2022,35
"NC",2022,35
"ND",2022,35
"NJ",2022,35
"WI",2022,35
"VA",2020,35.1
"WV",2020,35.1
"NE",2018,35.1
"IA",2018,35.1
"NY",2018,35.1
"NM",2018,35.1
"NY",2018,35.1
"OK",2018,35.1
"MN",2018,35.1
"NC",2018,35.1
"AK",2018,35.1
"SC",2018,35.1
"OH",2018,35.1
"VT",2018,35.1
"WI",2018,35.1
"NM",2018,35.1
"SC",2018,35.1
"DE",2018,35.1
"MI",2020,35.1
"AK",2020,35.1
"NC",2020,35.1
"ND",2020,35.1
"CA",2020,35.1
"AR",2020,35.1
"WA",2020,35.1
"AK",2020,35.1
"NY",2020,35.1
"PA",2017,35.1
"VT",2017,35.1
"NM",2017,35.1
"MT",2017,35.1
"NJ",2017,35.1
"OK",2015,35.1
"IL",2013,35.1
"AK",2013,35.1
"SD",2015,35.1
"MN",2015,35.1
"KY",2014,35.1
"CA",2017,35.1
"MI",2017,35.1
"ID",2017,35.1
"ND",2017,35.1
"AZ",2014,35.1
"NH",2017,35.1
"OR",2017,35.1
"AR",2017,35.1
"NJ",2017,35.1
"WA",2017,35.1
"WY",2013,35.1
"OK",2014,35.1
"CA",2012,35.1
"FL",2019,35.1
"KY",2019,35.1
"KS",2013,35.1
"MA",2013,35.1
"CT",2019,35.1
"MI",2019,35.1
"OR",2011,35.1
"WV",2015,35.1
"HI",2019,35.1
"IA",2019,35.1
"MI",2013,35.1
"ID",2019,35.1
"AR",2015,35.1
"IN",2011,35.1
"AK",2014,35.1
"VT",2014,35.1
"LA",2014,35.1
"TN",2014,35.1
"NH",2013,35.1
"OK",2013,35.1
"TX",2011,35.1
"RI",2012,35.1
"ND",2011,35.1
"SD",2014,35.1
"AL",2014,35.1
"NC",2015,35.1
"SC",2015,35.1
"TX",2011,35.1
"MT",2011,35.1
"AZ",2013,35.1
"MO",2013,35.1
"OR",2014,35.1
"CA",2013,35.1
"KS",2011,35.1
"CO",2013,35.1
"MI",2015,35.1
"WA",2015,35.1
"HI",2015,35.1
"ND",2014,35.1
"AZ",2012,35.1
"AZ",2015,35.1
"NH",2011,35.1
"NH",2012,35.1
"NY",2013,35.1
"DE",2014,35.1
"RI",2012,35.1
"IN",2013,35.1
"LA",2014,35.1
"WA",2011,35.1
"NE",2012,35.1
"AL",2013,35.1
"OK",2015,35.1
"AK",2012,35.1
"MA",2014,35.1
"IN",2016,35.1
"NY",2016,35.1
"UT",2016,35.1
"HI",2016,35.1
"OH",2016,35.1
"AR",2016,35.1
"NC",2016,35.1
"ND",2016,35.1
"ME",2016,35.1
"AL",2016,35.1
"SC",2016,35.1
"LA",2016,35.1
"OH",2016,35.1
"MT",2016,35.1
"NH",2021,35.1
"TX",2021,35.1
"WV",2021,35.1
"WA",2021,35.1
"RI",2021,35.1
"VA",2021,35.1
"MN",2021,35.1
"OH",2021,35.1
"CT",2022,35.1
"DE",2022,35.1
"FL",2022,35.1
"HI",2022,35.1
"ID",2022,35.1
"IL",2022,35.1
"MO",2022,35.1
"NC",2022,35.1
"NC",2022,35.1
"NE",2022,35.1
"OK",2022,35.1
"OR",2022,35.1
"SD",2022,35.1
"UT",2022,35.1
"UT",2022,35.1
"WI",2022,35.1
"CA",2018,35.2
"IN",2018,35.2
"MA",2018,35.2
"PA",2018,35.2
"IN",2018,35.2
"TX",2018,35.2
"MA",2013,35.2
"HI",2018,35.2
"CO",2018,35.2
"NV",2018,35.2
"AZ",2018,35.2
"TN",2018,35.2
"SC",2018,35.2
"CA",2018,35.2
"CO",2018,35.2
"IL",2020,35.2
"DE",2020,35.2
"VA",2020,35.2
"IL",2020,35.2
"WV",2016,35.2
"OR",2020,35.2
"MD",2020,35.2
"ID",2020,35.2
"NJ",2020,35.2
"CO",2020,35.2
"TX",2016,35.2
"AZ",2020,35.2
"OK",2020,35.2
"NM",2020,35.2
"NH",2020,35.2
"MD",2020,35.2
"IL",2020,35.2
"CT",2020,35.2
"ME",2011,35.2
"MI",2017,35.2
"OR",2017,35.2
"AL",2017,35.2
"CO",2017,35.2
"ID",2011,35.2
"VA",2017,35.2
"NM",2017,35.2
"WA",2013,35.2
"IL",2011,35.2
"GA",2014,35.2
"MS",2014,35.2
"OK",2014,35.2
"VT",2011,35.2
"OK",2015,35.2
"UT",2015,35.2
"SD",2011,35.2
"WV",2013,35.2
"TN",2012,35.2
"CA",2015,35.2
"WY",2014,35.2
"UT",2015,35.2
"AL",2013,35.2
"NY",2017,35.2
"DE",2017,35.2
"OR",2017,35.2
"AZ",2017,35.2
"UT",2013,35.2
"NC",2015,35.2
"WY",2014,35.2
"IN",2019,35.2
"NM",2015,35.2
"PA",2019,35.2
"CA",2019,35.2
"OH",2014,35.2
"SD",2019,35.2
"UT",2019,35.2
"TN",2015,35.2
"UT",2019,35.2
"MO",2019,35.2
"PA",2019,35.2
"TN",2019,35.2
"CT",2011,35.2
"OH",2019,35.2
"MD",2019,35.2
"NY",2014,35.2
"IN",2019,35.2
"CA",2012,35.2
"KY",2019,35.2
"NE",2015,35.2
"WA",2019,35.2
"PA",2011,35.2
"MD",2015,35.2
"CO",2012,35.2
"KY",2014,35.2
"HI",2011,35.2
"IN",2015,35.2
"HI",2015,35.2
"NY",2014,35.2
"GA",2012,35.2
"MT",2011,35.2
"TX",2014,35.2
"MD",2011,35.2
"CA",2011,35.2
"AZ",2012,35.2
"IA",2013,35.2
"MD",2013,35.2
"FL",2011,35.2
"CT",2011,35.2
"AL",2015,35.2
"NC",2012,35.2
"NE",2012,35.2
"DE",2015,35.2
"VT",2015,35.2
"MI",2013,35.2
"AL",2014,35.2
"TN",2012,35.2
"MI",2013,35.2
"MO",2011,35.2
"NV",2012,35.2
"IN",2015,35.2
"NH",2015,35.2
"PA",2014,35.2
"CT",2014,35.2
"WY",2015,35.2
"OH",2012,35.2
"WY",2015,35.2
"CO",2015,35.2
"AL",2013,35.2
"IL",2015,35.2
"AZ",2014,35.2
"SC",2015,35.2
"IL",2016,35.2
"WY",2016,35.2
"NV",2016,35.2
"PA",2016,35.2
"KS",2016,35.2
"SD",2016,35.2
"CA",2016,35.2
"NY",2016,35.2
"SC",2016,35.2
"UT",2016,35.2
"MS",2016,35.2
"HI",2021,35.2
"MS",2021,35.2
"MO",2021,35.2
"AR",2021,35.2
"AK",2021,35.2
"SC",2021,35.2
"WI",2021,35.2
"MN",2021,35.2
"MN",2021,35.2
"CA",2021,35.2
"MT",2021,35.2
"GA",2021,35.2
"OK",2021,35.2
"ID",2022,35.2
"MO",2022,35.2
"MO",2022,35.2
"NC",2022,35.2
"NH",2022,35.2
"NM",2022,35.2
"AL",2016,35.3
"WI",2016,35.3
"AK",2016,35.3
"WV",2018,35.3
"ME",2018,35.3
"FL",2018,35.3
"MI",2018,35.3
"RI",2018,35.3
"AK",2018,35.3
"MS",2018,35.3
"SC",2018,35.3
"MI",2018,35.3
"WV",2018,35.3
"MO",2018,35.3
"AL",2018,35.3
"VA",2018,35.3
"HI",2018,35.3
"WY",2018,35.3
"KS",2018,35.3
"NV",2020,35.3
"NY",2016,35.3
"DE",2020,35.3
"AZ",2020,35.3
"IL",2020,35.3
"AZ",2020,35.3
"IA",2020,35.3
"ID",2020,35.3
"CO",2020,35.3
"TX",2020,35.3
"NJ",2020,35.3
"NV",2020,35.3
"MI",2020,35.3
"SD",2020,35.3
"NJ",2020,35.3
"CO",2020,35.3
"OH",2020,35.3
"MD",2020,35.3
"AZ",2020,35.3
"WA",2020,35.3
"AZ",2017,35.3
"NH",2017,35.3
"WI",2017,35.3
"UT",2017,35.3
"TX",2017,35.3
"OH",2017,35.3
"SD",2013,35.3
"FL",2015,35.3
"TX",2014,35.3
"IN",2015,35.3
"ME",2014,35.3
"MI",2015,35.3
"ND",2013,35.3
"NM",2015,35.3
"WY",2011,35.3
"AZ",2012,35.3
"SC",2012,35.3
"MN",2015,35.3
"IN",2015,35.3
"NJ",2013,35.3
"MD",2014,35.3
"NJ",2017,35.3
"MN",2017,35.3
"AL",2013,35.3
"KY",2017,35.3
"FL",2017,35.3
"GA",2014,35.3
"NE",2011,35.3
"TX",2017,35.3
"VT",2017,35.3
"KS",2013,35.3
"PA",2019,35.3
"CA",2019,35.3
"RI",2019,35.3
"RI",2011,35.3
"IA",2014,35.3
"CO",2019,35.3
"ID",2013,35.3
"NC",2014,35.3
"VA",2019,35.3
"MI",2015,35.3
"OK",2012,35.3
"SC",2019,35.3
"KS",2013,35.3
"NH",2019,35.3
"IL",2013,35.3
"CO",2015,35.3
"OR",2011,35.3
"TN",2019,35.3
"AR",2011,35.3
"MD",2012,35.3
"OK",2015,35.3
"WI",2015,35.3
"AL",2013,35.3
"WA",2014,35.3
"CA",2012,35.3
"CO",2015,35.3
"DE",2013,35.3
"HI",2014,35.3
"AR",2015,35.3
"KY",2011,35.3
"WV",2011,35.3
"NJ",2011,35.3
"OH",2011,35.3
"CT",2011,35.3
"KS",2012,35.3
"MT",2014,35.3
"WV",2012,35.3
"KS",2014,35.3
"RI",2014,35.3
"SC",2011,35.3
"AL",2012,35.3
"NV",2015,35.3
"GA",2015,35.3
"SC",2013,35.3
"VT",2015,35.3
"SD",2013,35.3
"CA",2013,35.3
"IL",2013,35.3
"IL",2011,35.3
"IA",2014,35.3
"TX",2013,35.3
"TX",2013,35.3
"AR",2014,35.3
"CA",2015,35.3
"CO",2014,35.3
"IA",2012,35.3
"TX",2012,35.3
"AK",2013,35.3
"MD",2015,35.3
"IN",2011,35.3
"AZ",2012,35.3
"AR",2013,35.3
"KS",2011,35.3
"IN",2012,35.3
"ND",2011,35.3
"WA",2012,35.3
"AK",2011,35.3
"KS",2013,35.3
"WA",2015,35.3
"IN",2016,35.3
"WV",2016,35.3
"HI",2016,35.3
"MO",2016,35.3
"KS",2016,35.3
"FL",2016,35.3
"MA",2016,35.3
"AZ",2016,35.3
"CO",2016,35.3
"OH",2016,35.3
"ME",2016,35.3
"CA",2016,35.3
"KS",2016,35.3
"KS",2016,35.3
"NH",2021,35.3
"AL",2021,35.3
"IN",2021,35.3
"ME",2021,35.3
"NE",2021,35.3
"CT",2021,35.3
"HI",2021,35.3
"WI",2021,35.3
"NV",2021,35.3
"NC",2021,35.3
"CO",2021,35.3
"KS",2021,35.3
"HI",2021,35.3
"GA",2021,35.3
"SC",2021,35.3
"OH",2021,35.3
"WA",2021,35.3
"WI",2021,35.3
"FL",2022,35.3
"HI",2022,35.3
"HI",2022,35.3
"IL",2022,35.3
"KY",2022,35.3
"LA",2022,35.3
"MO",2022,35.3
"ND",2022,35.3
"NM",2022,35.3
"NV",2022,35.3
"SC",2022,35.3
"VT",2022,35.3
"WA",2022,35.3
"WY",2022,35.3
"VA",2016,35.4
"NH",2018,35.4
"NM",2018,35.4
"TN",2018,35.4
"WY",2018,35.4
"SC",2018,35.4
"UT",2018,35.4
"DE",2018,35.4
"WI",2018,35.4
"WV",2018,35.4
"WV",2018,35.4
"HI",2018,35.4
"WY",2018,35.4
"NM",2016,35.4
"DE",2020,35.4
"ME",2020,35.4
"LA",2020,35.4
"HI",2020,35.4
"LA",2020,35.4
"IL",2020,35.4
"TN",2020,35.4
"NJ",2020,35.4
"CA",2020,35.4
"MD",2020,35.4
"GA",2020,35.4
"MO",2020,35.4
"IN",2017,35.4
"KS",2017,35.4
"NY",2017,35.4
"NY",2017,35.4
"NC",2017,35.4
"NE",2017,35.4
"WI",2017,35.4
"MA",2017,35.4
"OR",2017,35.4
"IN",2013,35.4
"SD",2014,35.4
"KY",2011,35.4
"CT",2011,35.4
"WA",2015,35.4
"MD",2011,35.4
"OK",2013,35.4
"SC",2011,35.4
"MA",2012,35.4
"AZ",2012,35.4
"MD",2013,35.4
"NH",2013,35.4
"MD",2015,35.4
"LA",2013,35.4
"HI",2015,35.4
"NE",2011,35.4
"AL",2014,35.4
"MO",2017,35.4
"AR",2017,35.4
"CA",2012,35.4
"TN",2017,35.4
"TX",2013,35.4
"TN",2017,35.4
"RI",2011,35.4
"MA",2013,35.4
"NY",2015,35.4
"AZ",2013,35.4
"ID",2013,35.4
"HI",2013,35.4
"OK",2013,35.4
"MI",2019,35.4
"OR",2019,35.4
"TX",2019,35.4
"NV",2012,35.4
"MO",2011,35.4
"LA",2015,35.4
"SC",2019,35.4
"OR",2019,35.4
"AK",2015,35.4
"TX",2019,35.4
"KY",2019,35.4
"KY",2019,35.4
"LA",2019,35.4
"CO",2019,35.4
"FL",2012,35.4
"MN",2011,35.4
"OK",2019,35.4
"NY",2014,35.4
"CT",2015,35.4
"MS",2013,35.4
"MT",2012,35.4
"IA",2011,35.4
"CT",2019,35.4
"TN",2019,35.4
"MN",2019,35.4
"VA",2019,35.4
"TX",2015,35.4
"NH",2013,35.4
"PA",2015,35.4
"CT",2014,35.4
"MI",2012,35.4
"NH",2011,35.4
"GA",2012,35.4
"VT",2014,35.4
"NY",2015,35.4
"GA",2013,35.4
"OK",2011,35.4
"CA",2014,35.4
"FL",2014,35.4
"WA",2012,35.4
"TX",2011,35.4
"MI",2012,35.4
"TN",2012,35.4
"WA",2011,35.4
"FL",2013,35.4
"UT",2011,35.4
"OH",2012,35.4
"TX",2015,35.4
"PA",2014,35.4
"FL",2012,35.4
"DE",2014,35.4
"DE",2013,35.4
"AZ",2015,35.4
"SC",2011,35.4
"CO",2011,35.4
"IL",2015,35.4
"MS",2013,35.4
"ID",2015,35.4
"MA",2015,35.4
"WI",2013,35.4
"MA",2012,35.4
"NE",2013,35.4
"WI",2014,35.4
"NY",2014,35.4
"MI",2013,35.4
"KY",2015,35.4
"WA",2012,35.4
"MO",2014,35.4
"MO",2015,35.4
"GA",2013,35.4
"RI",2015,35.4
"TN",2016,35.4
"NC",2016,35.4
"CT",2016,35.4
"CO",2016,35.4
"OH",2016,35.4
"KY",2016,35.4
"ME",2016,35.4
"KS",2016,35.4
"NM",2016,35.4
"IA",2016,35.4
"GA",2016,35.4
"WA",2016,35.4
"TX",2016,35.4
"VT",2016,35.4
"MN",2016,35.4
"VA",2016,35.4
"NC",2016,35.4
"NY",2016,35.4
"OK",2021,35.4
"NY",2021,35.4
"AZ",2021,35.4
"MD",2021,35.4
"NM",2021,35.4
"AZ",2021,35.4
"PA",2021,35.4
"WI",2021,35.4
"CT",2021,35.4
"IA",2021,35.4
"LA",2021,35.4
"HI",2021,35.4
"NH",2021,35.4
"WA",2021,35.4
"OH",2021,35.4
"AK",2021,35.4
"WA",2021,35.4
"WI",2021,35.4
"AR",2022,35.4
"CO",2022,35.4
"ID",2022,35.4
"ID",2022,35.4
"IL",2022,35.4
"MN",2022,35.4
"MO",2022,35.4
"MT",2022,35.4
"SC",2022,35.4
"SD",2022,35.4
"VT",2022,35.4
"WA",2022,35.4
"MD",2018,35.5
"IL",2018,35.5
"OH",2018,35.5
"ID",2018,35.5
"VT",2018,35.5
"NC",2018,35.5
"AR",2018,35.5
"MN",2018,35.5
"SD",2020,35.5
"WY",2020,35.5
"TN",2020,35.5
"MD",2020,35.5
"WI",2016,35.5
"NE",2020,35.5
"ID",2020,35.5
"MT",2020,35.5
"VT",2020,35.5
"OR",2020,35.5
"KY",2020,35.5
"CT",2020,35.5
"AL",2017,35.5
"OR",2017,35.5
"NJ",2017,35.5
"PA",2017,35.5
"AZ",2017,35.5
"NJ",2017,35.5
"MA",2017,35.5
"NJ",2017,35.5
"NE",2017,35.5
"AZ",2017,35.5
"DE",2017,35.5
"OK",2017,35.5
"MA",2017,35.5
"FL",2015,35.5
"KY",2012,35.5
"UT",2012,35.5
"MS",2015,35.5
"NC",2013,35.5
"MS",2017,35.5
"PA",2017,35.5
"NH",2013,35.5
"CT",2017,35.5
"SC",2011,35.5
"SC",2013,35.5
"IL",2014,35.5
"AZ",2015,35.5
"GA",2012,35.5
"VA",2019,35.5
"KS",2019,35.5
"KS",2019,35.5
"NY",2011,35.5
"WY",2019,35.5
"OK",2019,35.5
"NH",2019,35.5
"VT",2014,35.5
"WY",2019,35.5
"FL",2012,35.5
"PA",2011,35.5
"NY",2019,35.5
"ND",2019,35.5
"LA",2013,35.5
"MA",2015,35.5
"WI",2019,35.5
"KS",2019,35.5
"MD",2019,35.5
"ID",2015,35.5
"NH",2019,35.5
"NC",2019,35.5
"KS",2012,35.5
"AZ",2019,35.5
"CA",2019,35.5
"IN",2019,35.5
"ND",2019,35.5
"RI",2014,35.5
"SC",2015,35.5
"AR",2015,35.5
"MA",2014,35.5
"OH",2014,35.5
"SC",2014,35.5
"ND",2011,35.5
"MT",2011,35.5
"MD",2012,35.5
"ND",2012,35.5
"MI",2014,35.5
"AR",2014,35.5
"IN",2011,35.5
"OH",2012,35.5
"MA",2011,35.5
"IL",2013,35.5
"MI",2015,35.5
"AK",2012,35.5
"AL",2015,35.5
"AZ",2015,35.5
"MN",2012,35.5
"TN",2011,35.5
"VT",2015,35.5
"IN",2015,35.5
"RI",2014,35.5
"NJ",2013,35.5
"KS",2011,35.5
"AL",2012,35.5
"MA",2013,35.5
"TN",2013,35.5
"AK",2013,35.5
"WV",2015,35.5
"SC",2016,35.5
"MT",2016,35.5
"OK",2016,35.5
"NY",2016,35.5
"OR",2016,35.5
"WY",2016,35.5
"WI",2016,35.5
"HI",2016,35.5
"VA",2021,35.5
"CA",2021,35.5
"IA",2021,35.5
"DE",2021,35.5
"MT",2021,35.5
"ME",2021,35.5
"NM",2021,35.5
"AL",2021,35.5
"DE",2021,35.5
"NC",2021,35.5
"CO",2021,35.5
"OK",2021,35.5
"AZ",2022,35.5
"FL",2022,35.5
"IL",2022,35.5
"IL",2022,35.5
"IL",2022,35.5
"MD",2022,35.5
"MI",2022,35.5
"MN",2022,35.5
"ND",2022,35.5
"NM",2022,35.5
"NV",2022,35.5
"OH",2022,35.5
"OH",2022,35.5
"OR",2022,35.5
"OR",2022,35.5
"OR",2022,35.5
"RI",2022,35.5
"WA",2022,35.5
"WI",2022,35.5
"OR",2018,35.6
"MD",2018,35.6
"AL",2018,35.6
"KY",2018,35.6
"WV",2016,35.6
"ME",2018,35.6
"MN",2018,35.6
"CT",2018,35.6
"WY",2018,35.6
"CT",2018,35.6
"MA",2018,35.6
"WI",2018,35.6
"IA",2018,35.6
"KS",2016,35.6
"CA",2020,35.6
"NJ",2020,35.6
"NV",2020,35.6
"MN",2020,35.6
"SC",2016,35.6
"NH",2020,35.6
"AK",2020,35.6
"AZ",2020,35.6
"IL",2020,35.6
"DE",2020,35.6
"KS",2020,35.6
"AL",2020,35.6
"CT",2020,35.6
"TN",2020,35.6
"WY",2017,35.6
"MI",2017,35.6
"NY",2017,35.6
"TN",2017,35.6
"MT",2011,35.6
"FL",2017,35.6
"MO",2017,35.6
"MA",2017,35.6
"MS",2012,35.6
"NJ",2012,35.6
"OR",2013,35.6
"HI",2015,35.6
"CA",2013,35.6
"SD",2011,35.6
"WY",2014,35.6
"MT",2015,35.6
"AZ",2012,35.6
"GA",2013,35.6
"MN",2013,35.6
"NJ",2017,35.6
"NV",2012,35.6
"KY",2012,35.6
"MA",2017,35.6
"SC",2017,35.6
"AK",2014,35.6
"NM",2017,35.6
"HI",2017,35.6
"SD",2019,35.6
"WA",2019,35.6
"IL",2011,35.6
"KY",2019,35.6
"MT",2011,35.6
"AL",2019,35.6
"NC",2019,35.6
"ID",2019,35.6
"ND",2019,35.6
"ID",2014,35.6
"ND",2015,35.6
"OK",2012,35.6
"KS",2014,35.6
"ME",2019,35.6
"SC",2014,35.6
"KY",2019,35.6
"NM",2019,35.6
"WA",2019,35.6
"CA",2015,35.6
"OK",2011,35.6
"IA",2019,35.6
"NV",2012,35.6
"ID",2012,35.6
"CA",2011,35.6
"NM",2011,35.6
"UT",2011,35.6
"OH",2011,35.6
"MS",2014,35.6
"TN",2012,35.6
"MI",2011,35.6
"NV",2012,35.6
"MO",2012,35.6
"IN",2013,35.6
"IL",2012,35.6
"KS",2012,35.6
"CT",2012,35.6
"IL",2013,35.6
"MA",2014,35.6
"CO",2012,35.6
"WI",2014,35.6
"NE",2015,35.6
"KY",2014,35.6
"NY",2011,35.6
"OH",2011,35.6
"CA",2015,35.6
"NY",2011,35.6
"NV",2011,35.6
"IL",2015,35.6
"OK",2012,35.6
"MI",2015,35.6
"PA",2015,35.6
"CO",2013,35.6
"SD",2013,35.6
"OK",2011,35.6
"NC",2015,35.6
"SC",2014,35.6
"CT",2022,35.6
"TN",2014,35.6
"AZ",2014,35.6
"AL",2012,35.6
"IA",2016,35.6
"OK",2016,35.6
"MS",2016,35.6
"MS",2016,35.6
"MO",2016,35.6
"MN",2016,35.6
"OR",2016,35.6
"VA",2016,35.6
"OH",2016,35.6
"SC",2016,35.6
"PA",2016,35.6
"TN",2016,35.6
"WA",2016,35.6
"MI",2021,35.6
"CA",2021,35.6
"TN",2021,35.6
"CO",2021,35.6
"ME",2021,35.6
"NH",2021,35.6
"AK",2021,35.6
"CT",2021,35.6
"TX",2021,35.6
"NV",2021,35.6
"NE",2021,35.6
"AL",2022,35.6
"CO",2022,35.6
"CT",2022,35.6
"MA",2022,35.6
"MO",2022,35.6
"ND",2022,35.6
"ND",2022,35.6
"ND",2022,35.6
"NJ",2022,35.6
"TX",2022,35.6
"UT",2022,35.6
"WY",2022,35.6
"NE",2020,35.7
"GA",2018,35.7
"IL",2018,35.7
"CA",2018,35.7
"MT",2018,35.7
"PA",2018,35.7
"ID",2018,35.7
"KY",2018,35.7
"MN",2018,35.7
"OR",2018,35.7
"DE",2018,35.7
"VA",2018,35.7
"NY",2016,35.7
"OR",2018,35.7
"HI",2018,35.7
"FL",2020,35.7
"IA",2020,35.7
"MO",2020,35.7
"NC",2020,35.7
"WY",2020,35.7
"CA",2020,35.7
"CT",2020,35.7
"VT",2020,35.7
"FL",2020,35.7
"PA",2020,35.7
"RI",2020,35.7
"WA",2020,35.7
"MD",2017,35.7
"UT",2017,35.7
"LA",2014,35.7
"NV",2014,35.7
"VA",2013,35.7
"NJ",2011,35.7
"AK",2013,35.7
"ME",2013,35.7
"IN",2011,35.7
"WY",2013,35.7
"CA",2011,35.7
"TX",2015,35.7
"CT",2013,35.7
"KS",2015,35.7
"MD",2015,35.7
"TX",2013,35.7
"TX",2013,35.7
"NV",2011,35.7
"NM",2015,35.7
"IN",2013,35.7
"FL",2015,35.7
"OK",2017,35.7
"PA",2017,35.7
"DE",2013,35.7
"NH",2017,35.7
"MN",2017,35.7
"ME",2017,35.7
"IA",2013,35.7
"IN",2015,35.7
"VT",2015,35.7
"WI",2013,35.7
"KY",2014,35.7
"DE",2019,35.7
"MA",2019,35.7
"NE",2019,35.7
"IL",2019,35.7
"VT",2019,35.7
"NC",2013,35.7
"NE",2019,35.7
"IA",2013,35.7
"ND",2019,35.7
"MO",2019,35.7
"NM",2013,35.7
"WA",2019,35.7
"AZ",2019,35.7
"NH",2019,35.7
"ME",2019,35.7
"MA",2019,35.7
"NC",2019,35.7
"AL",2011,35.7
"DE",2019,35.7
"HI",2013,35.7
"MI",2015,35.7
"MI",2019,35.7
"NY",2015,35.7
"MT",2011,35.7
"NH",2015,35.7
"HI",2014,35.7
"RI",2014,35.7
"WV",2012,35.7
"AZ",2012,35.7
"CT",2015,35.7
"SC",2014,35.7
"SC",2015,35.7
"OH",2015,35.7
"ME",2015,35.7
"IN",2012,35.7
"NM",2012,35.7
"IL",2015,35.7
"IA",2011,35.7
"ME",2015,35.7
"UT",2014,35.7
"NJ",2014,35.7
"CA",2015,35.7
"WA",2014,35.7
"MN",2014,35.7
"PA",2013,35.7
"NM",2012,35.7
"OK",2014,35.7
"ID",2013,35.7
"MD",2014,35.7
"ID",2015,35.7
"WY",2015,35.7
"IA",2011,35.7
"HI",2011,35.7
"ID",2013,35.7
"SD",2014,35.7
"OK",2015,35.7
"IA",2013,35.7
"PA",2014,35.7
"AL",2013,35.7
"MS",2011,35.7
"AR",2012,35.7
"NC",2015,35.7
"KS",2012,35.7
"MA",2013,35.7
"KS",2016,35.7
"OK",2016,35.7
"WI",2016,35.7
"MI",2016,35.7
"TX",2016,35.7
"AZ",2016,35.7
"UT",2016,35.7
"OH",2016,35.7
"OH",2016,35.7
"MS",2016,35.7
"OR",2016,35.7
"TN",2021,35.7
"GA",2021,35.7
"NE",2021,35.7
"HI",2021,35.7
"TX",2021,35.7
"UT",2021,35.7
"MA",2021,35.7
"NE",2021,35.7
"MT",2021,35.7
"IN",2021,35.7
"VA",2021,35.7
"OR",2021,35.7
"MO",2021,35.7
"CO",2021,35.7
"AL",2022,35.7
"AL",2022,35.7
"AR",2022,35.7
"CA",2022,35.7
"CT",2022,35.7
"CT",2022,35.7
"DE",2022,35.7
"DE",2022,35.7
"FL",2022,35.7
"ID",2022,35.7
"IN",2022,35.7
"KY",2022,35.7
"LA",2022,35.7
"MS",2022,35.7
"MT",2022,35.7
"NC",2022,35.7
"NY",2022,35.7
"OK",2022,35.7
"OR",2022,35.7
"NH",2018,35.8
"NM",2018,35.8
"AK",2016,35.8
"AZ",2018,35.8
"WA",2018,35.8
"IA",2018,35.8
"CT",2018,35.8
"CO",2018,35.8
"OK",2018,35.8
"VA",2018,35.8
"ID",2018,35.8
"NH",2018,35.8
"NH",2020,35.8
"MO",2016,35.8
"IL",2020,35.8
"TX",2020,35.8
"NC",2020,35.8
"NE",2020,35.8
"HI",2020,35.8
"MS",2020,35.8
"NY",2020,35.8
"OR",2020,35.8
"LA",2020,35.8
"NV",2020,35.8
"NJ",2017,35.8
"MD",2017,35.8
"OR",2017,35.8
"VT",2017,35.8
"SD",2017,35.8
"KY",2017,35.8
"GA",2014,35.8
"NJ",2015,35.8
"FL",2011,35.8
"ME",2013,35.8
"OH",2013,35.8
"NE",2015,35.8
"NE",2014,35.8
"PA",2012,35.8
"OH",2015,35.8
"VT",2012,35.8
"NY",2012,35.8
"AR",2015,35.8
"LA",2011,35.8
"NC",2015,35.8
"IN",2014,35.8
"MT",2014,35.8
"NM",2012,35.8
"CA",2017,35.8
"NC",2017,35.8
"MO",2017,35.8
"WV",2013,35.8
"HI",2017,35.8
"OH",2011,35.8
"CA",2017,35.8
"NV",2017,35.8
"TN",2015,35.8
"AK",2014,35.8
"AL",2017,35.8
"WA",2017,35.8
"AK",2015,35.8
"NM",2019,35.8
"ID",2013,35.8
"LA",2012,35.8
"MD",2019,35.8
"MO",2013,35.8
"AR",2019,35.8
"IN",2015,35.8
"VT",2019,35.8
"VT",2012,35.8
"KS",2019,35.8
"ME",2012,35.8
"MN",2019,35.8
"AL",2011,35.8
"KY",2012,35.8
"FL",2013,35.8
"TX",2019,35.8
"OH",2013,35.8
"TX",2015,35.8
"NH",2011,35.8
"WI",2019,35.8
"AK",2019,35.8
"AR",2019,35.8
"GA",2019,35.8
"CA",2019,35.8
"OH",2011,35.8
"CO",2014,35.8
"MS",2012,35.8
"AL",2019,35.8
"IA",2011,35.8
"AK",2015,35.8
"AR",2014,35.8
"WV",2015,35.8
"CT",2014,35.8
"ID",2012,35.8
"SD",2015,35.8
"IA",2013,35.8
"AZ",2014,35.8
"MA",2012,35.8
"FL",2013,35.8
"IL",2012,35.8
"IN",2012,35.8
"WA",2014,35.8
"MO",2012,35.8
"MD",2014,35.8
"TN",2015,35.8
"MO",2015,35.8
"MD",2011,35.8
"HI",2014,35.8
"NE",2011,35.8
"NC",2014,35.8
"AR",2012,35.8
"RI",2011,35.8
